Nr;X;Blok_Rij_Plantnr;Score MG;Vers netto;Droog netto;DS;DMY (kg/ha);Datum;Uur;;;;
3445;;BLOK III_20_21;1;20,2;7,2;0,36;800;15/04/2022;13:37;;;;
3446;;BLOK III_20_22;4;217,5;67,5;0,31;7500;15/04/2022;13:37;;;;
3447;;BLOK III_20_23;2;105,4;28,9;0,27;3211;15/04/2022;13:37;;;;
3448;;BLOK III_20_24;0;-4,9;-4,9;1;-544;15/04/2022;13:37;;;;
3449;;BLOK III_20_25;3;155,5;50,8;0,33;5644;15/04/2022;13:37;;;;
3450;;BLOK III_20_26;2;73;24,1;0,33;2678;15/04/2022;13:37;;;;
3451;;BLOK III_20_27;4;166,7;47,7;0,29;5300;15/04/2022;13:37;;;;
3452;;BLOK III_20_28;3;153,9;47,9;0,31;5322;15/04/2022;13:37;;;;
3453;;BLOK III_20_29;2;148,7;49,6;0,33;5511;15/04/2022;13:37;;;;
3454;;BLOK III_20_30;2;47,3;13,3;0,28;1478;15/04/2022;13:37;;;;
3455;;BLOK III_20_31;3;178,7;57,7;0,32;6411;15/04/2022;13:37;;;;
3456;;BLOK III_20_32;4;257,8;75,1;0,29;8344;15/04/2022;13:37;;;;
3457;;BLOK III_21_1;0;-4,9;-4,9;1;-544;15/04/2022;13:51;;;;
3458;;BLOK III_21_2;3;269,4;72,6;0,27;8067;15/04/2022;13:51;;;;
3459;;BLOK III_21_3;3;228,1;61,3;0,27;6811;15/04/2022;13:51;;;;
3460;;BLOK III_21_4;1;16,7;5,1;0,31;567;15/04/2022;13:51;;;;
3461;;BLOK III_21_5;4;268,8;67,7;0,25;7522;15/04/2022;13:51;;;;
3462;;BLOK III_21_6;1;8,9;2,5;0,28;278;15/04/2022;13:51;;;;
3463;;BLOK III_21_7;1;-4,9;-4,9;1;-544;15/04/2022;13:51;;;;
3464;;BLOK III_21_8;5;611,2;146,6;0,24;16289;15/04/2022;13:51;;;;
3465;;BLOK III_21_9;1;-4,9;-4,9;1;-544;15/04/2022;13:51;;;;
3466;;BLOK III_21_10;3;215,6;63,3;0,29;7033;15/04/2022;13:51;;;;
3467;;BLOK III_21_11;3;196,7;62,9;0,32;6989;15/04/2022;13:51;;;;
3468;;BLOK III_21_12;1;-4,9;-4,9;1;-544;15/04/2022;13:51;;;;
3469;;BLOK III_21_13;2;45,6;13,9;0,3;1544;15/04/2022;13:51;;;;
3470;;BLOK III_21_14;3;206,1;57,8;0,28;6422;15/04/2022;13:51;;;;
3471;;BLOK III_21_15;2;34,3;10,6;0,31;1178;15/04/2022;13:51;;;;
3472;;BLOK III_21_16;2;82,1;22,9;0,28;2544;15/04/2022;13:51;;;;
3473;;BLOK III_21_17;1;-4,9;-4,9;1;-544;15/04/2022;13:51;;;;
3474;;BLOK III_21_18;3;211,2;68,8;0,33;7644;15/04/2022;13:51;;;;
3475;;BLOK III_21_19;2;83,2;28,3;0,34;3144;15/04/2022;13:51;;;;
3476;;BLOK III_21_20;2;87,1;27,4;0,31;3044;15/04/2022;13:51;;;;
3477;;BLOK III_21_21;1;25,4;10,1;0,4;1122;15/04/2022;13:51;;;;
3478;;BLOK III_21_22;1;30;10,6;0,35;1178;15/04/2022;13:51;;;;
3479;;BLOK III_21_23;2;91,2;26,3;0,29;2922;15/04/2022;13:51;;;;
3480;;BLOK III_21_24;2;115,2;31,7;0,28;3522;15/04/2022;13:51;;;;
3481;;BLOK III_21_25;2;90,3;27,1;0,3;3011;15/04/2022;13:51;;;;
3482;;BLOK III_21_26;3;215,7;59,1;0,27;6567;15/04/2022;13:51;;;;
3483;;BLOK III_21_27;2;96,1;28,8;0,3;3200;15/04/2022;13:51;;;;
3484;;BLOK III_21_28;2;136,7;41,8;0,31;4644;15/04/2022;13:51;;;;
3485;;BLOK III_21_29;0;-4,9;-4,9;1;-544;15/04/2022;13:51;;;;
3486;;BLOK III_21_30;1;14,7;4,8;0,33;533;15/04/2022;13:51;;;;
3487;;BLOK III_21_31;0;-4,9;-4,9;1;-544;15/04/2022;13:51;;;;
3488;;BLOK III_21_32;3;295,6;86,7;0,29;9633;15/04/2022;13:51;;;;
3489;;BLOK III_22_1;1;25,1;10,3;0,41;1144;15/04/2022;13:57;;;;
3490;;BLOK III_22_2;4;312;82,7;0,27;9189;15/04/2022;13:51;;;;
3491;;BLOK III_22_3;1;19,6;7;0,36;778;15/04/2022;13:51;;;;
3492;;BLOK III_22_4;3;206,1;61,4;0,3;6822;15/04/2022;13:51;;;;
3493;;BLOK III_22_5;2;28,5;10,3;0,36;1144;15/04/2022;13:51;;;;
3494;;BLOK III_22_6;2;104,1;32,7;0,31;3633;15/04/2022;13:51;;;;
3495;;BLOK III_22_7;4;321,6;90,9;0,28;10100;15/04/2022;13:51;;;;
3496;;BLOK III_22_8;1;34,4;10,6;0,31;1178;15/04/2022;13:51;;;;
3497;;BLOK III_22_9;1;51,5;15,4;0,3;1711;15/04/2022;13:51;;;;
3498;;BLOK III_22_10;2;170,5;38,1;0,22;4233;15/04/2022;13:51;;;;
3499;;BLOK III_22_11;2;132,6;36,1;0,27;4011;15/04/2022;13:51;;;;
3500;;BLOK III_22_12;3;188,6;48,8;0,26;5422;15/04/2022;13:51;;;;
3501;;BLOK III_22_13;1;11,4;3,1;0,27;344;15/04/2022;13:51;;;;
3502;;BLOK III_22_14;0;-4,9;-4,9;1;-544;15/04/2022;13:51;;;;
3503;;BLOK III_22_15;3;105,3;30,9;0,29;3433;15/04/2022;13:51;;;;
3504;;BLOK III_22_16;3;150,7;50,7;0,34;5633;15/04/2022;13:51;;;;
3505;;BLOK III_22_17;3;155,5;48,8;0,31;5422;15/04/2022;13:51;;;;
3506;;BLOK III_22_18;2;91,5;29,4;0,32;3267;15/04/2022;13:51;;;;
3507;;BLOK III_22_19;3;115,5;31,6;0,27;3511;15/04/2022;13:51;;;;
3508;;BLOK III_22_20;3;140,9;58;0,41;6444;15/04/2022;13:51;;;;
3509;;BLOK III_22_21;2;88;28,5;0,32;3167;15/04/2022;13:51;;;;
3510;;BLOK III_22_22;3;162,6;51,4;0,32;5711;15/04/2022;13:51;;;;
3511;;BLOK III_22_23;2;67;20,2;0,3;2244;15/04/2022;13:51;;;;
3512;;BLOK III_22_24;2;133,1;39,5;0,3;4389;15/04/2022;13:51;;;;
3513;;BLOK III_22_25;3;127,3;35,6;0,28;3956;15/04/2022;13:51;;;;
3514;;BLOK III_22_26;3;117,2;36,5;0,31;4056;15/04/2022;13:51;;;;
3515;;BLOK III_22_27;2;52,6;20;0,38;2222;15/04/2022;13:51;;;;
3516;;BLOK III_22_28;3;177,8;59,6;0,34;6622;15/04/2022;13:51;;;;
3517;;BLOK III_22_29;2;136,3;43,5;0,32;4833;15/04/2022;13:51;;;;
3518;;BLOK III_22_30;2;129,4;40;0,31;4444;15/04/2022;13:51;;;;
3519;;BLOK III_22_31;3;256,3;75,3;0,29;8367;15/04/2022;13:51;;;;
3520;;BLOK III_22_32;2;177,5;50,2;0,28;5578;15/04/2022;13:51;;;;
3521;;BLOK III_23_1;0;-4,9;-4,9;1;-544;15/04/2022;13:57;;;;
3522;;BLOK III_23_2;2;101,2;28;0,28;3111;15/04/2022;13:57;;;;
3523;;BLOK III_23_3;0;-4,9;-4,9;1;-544;15/04/2022;13:57;;;;
3524;;BLOK III_23_4;4;272,3;74,2;0,27;8244;15/04/2022;13:57;;;;
3525;;BLOK III_23_5;0;-4,9;-4,9;1;-544;15/04/2022;13:57;;;;
3526;;BLOK III_23_6;0;-4,9;-4,9;1;-544;15/04/2022;13:57;;;;
3527;;BLOK III_23_7;1;26;9,1;0,35;1011;15/04/2022;13:57;;;;
3528;;BLOK III_23_8;3;159;44;0,28;4889;15/04/2022;13:57;;;;
3529;;BLOK III_23_9;2;109,6;35,4;0,32;3933;15/04/2022;13:57;;;;
3530;;BLOK III_23_10;3;284,8;78,8;0,28;8756;15/04/2022;13:57;;;;
3531;;BLOK III_23_11;2;144,5;43,4;0,3;4822;15/04/2022;13:57;;;;
3532;;BLOK III_23_12;0;-4,9;-4,9;1;-544;15/04/2022;13:57;;;;
3533;;BLOK III_23_13;3;179,7;48,5;0,27;5389;15/04/2022;13:57;;;;
3534;;BLOK III_23_14;3;269,2;76;0,28;8444;15/04/2022;13:57;;;;
3535;;BLOK III_23_15;1;25,3;7,2;0,28;800;15/04/2022;13:57;;;;
3536;;BLOK III_23_16;2;46,3;15,5;0,33;1722;15/04/2022;13:57;;;;
3537;;BLOK III_23_17;2;43,3;16,3;0,38;1811;15/04/2022;13:57;;;;
3538;;BLOK III_23_18;2;95,1;29;0,3;3222;15/04/2022;13:57;;;;
3539;;BLOK III_23_19;3;137,6;36,8;0,27;4089;15/04/2022;13:57;;;;
3540;;BLOK III_23_20;1;5,1;1,3;0,25;144;15/04/2022;13:57;;;;
3541;;BLOK III_23_21;2;52,6;16,4;0,31;1822;15/04/2022;13:57;;;;
3542;;BLOK III_23_22;2;120,5;38,8;0,32;4311;15/04/2022;13:57;;;;
3543;;BLOK III_23_23;3;122,4;33,2;0,27;3689;15/04/2022;13:57;;;;
3544;;BLOK III_23_24;2;111,5;29,4;0,26;3267;15/04/2022;13:57;;;;
3545;;BLOK III_23_25;2;115,1;41;0,36;4556;15/04/2022;13:57;;;;
3546;;BLOK III_23_26;3;219,6;61,4;0,28;6822;15/04/2022;13:57;;;;
3547;;BLOK III_23_27;1;20,2;10,2;0,5;1133;15/04/2022;13:57;;;;
3548;;BLOK III_23_28;3;152,2;48;0,32;5333;15/04/2022;13:57;;;;
3549;;BLOK III_23_29;3;139,3;51;0,37;5667;15/04/2022;13:57;;;;
3550;;BLOK III_23_30;1;7,2;2,2;0,31;244;15/04/2022;13:57;;;;
3551;;BLOK III_23_31;2;90,9;25,6;0,28;2844;15/04/2022;13:57;;;;
3552;;BLOK III_23_32;3;355,7;117,6;0,33;13067;15/04/2022;13:57;;;;
3553;;BLOK III_24_1;2;87,6;24,7;0,28;2744;15/04/2022;13:57;;;;
3554;;BLOK III_24_2;3;288;60,9;0,21;6767;15/04/2022;13:57;;;;
3555;;BLOK III_24_3;3;155;44;0,28;4889;15/04/2022;13:57;;;;
3556;;BLOK III_24_4;1;14,9;6,1;0,41;678;15/04/2022;13:57;;;;
3557;;BLOK III_24_5;3;182,3;53,9;0,3;5989;15/04/2022;13:57;;;;
3558;;BLOK III_24_6;3;158,5;42;0,26;4667;15/04/2022;13:57;;;;
3559;;BLOK III_24_7;1;89,9;26,4;0,29;2933;15/04/2022;13:57;;;;
3560;;BLOK III_24_8;3;294,3;78,5;0,27;8722;15/04/2022;13:57;;;;
3561;;BLOK III_24_9;0;-4,9;-4,9;1;-544;15/04/2022;13:57;;;;
3562;;BLOK III_24_10;0;-4,9;-4,9;1;-544;15/04/2022;13:57;;;;
3563;;BLOK III_24_11;0;-4,9;-4,9;1;-544;15/04/2022;13:57;;;;
3564;;BLOK III_24_12;3;239,1;70,6;0,3;7844;15/04/2022;13:57;;;;
3565;;BLOK III_24_13;2;10,8;3,8;0,35;422;15/04/2022;13:57;;;;
3566;;BLOK III_24_14;2;106,2;32,8;0,31;3644;15/04/2022;13:57;;;;
3567;;BLOK III_24_15;2;34,1;11,2;0,33;1244;15/04/2022;13:57;;;;
3568;;BLOK III_24_16;3;169;50,9;0,3;5656;15/04/2022;13:57;;;;
3569;;BLOK III_24_17;2;93,3;34,1;0,37;3789;15/04/2022;13:57;;;;
3570;;BLOK III_24_18;2;170,5;56,3;0,33;6256;15/04/2022;13:57;;;;
3571;;BLOK III_24_19;2;132,4;44,1;0,33;4900;15/04/2022;13:57;;;;
3572;;BLOK III_24_20;3;192,3;62,3;0,32;6922;15/04/2022;13:57;;;;
3573;;BLOK III_24_21;1;13,9;4,9;0,35;544;15/04/2022;13:57;;;;
3574;;BLOK III_24_22;2;68,4;24,8;0,36;2756;15/04/2022;13:57;;;;
3575;;BLOK III_24_23;2;88,3;24,1;0,27;2678;15/04/2022;13:57;;;;
3576;;BLOK III_24_24;2;56,7;15,5;0,27;1722;15/04/2022;13:57;;;;
3577;;BLOK III_24_25;2;130,9;41,8;0,32;4644;15/04/2022;13:57;;;;
3578;;BLOK III_24_26;2;84,8;26,2;0,31;2911;15/04/2022;13:57;;;;
3579;;BLOK III_24_27;1;31,4;11,9;0,38;1322;15/04/2022;13:57;;;;
3580;;BLOK III_24_28;2;81,8;29;0,35;3222;15/04/2022;13:57;;;;
3581;;BLOK III_24_29;3;139,3;38,6;0,28;4289;15/04/2022;13:57;;;;
3582;;BLOK III_24_30;2;100,7;31,7;0,31;3522;15/04/2022;13:57;;;;
3583;;BLOK III_24_31;3;153,9;52,6;0,34;5844;15/04/2022;13:57;;;;
3584;;BLOK III_24_32;1;7,5;3;0,4;333;15/04/2022;13:57;;;;
3585;;BLOK III_25_1;1;21,5;8,1;0,38;900;15/04/2022;14:22;;;;
3586;;BLOK III_25_2;3;217,5;59,5;0,27;6611;15/04/2022;14:22;;;;
3587;;BLOK III_25_3;3;172,5;52,5;0,3;5833;15/04/2022;14:22;;;;
3588;;BLOK III_25_4;3;118,2;36,5;0,31;4056;15/04/2022;14:22;;;;
3589;;BLOK III_25_5;3;106,2;29,4;0,28;3267;15/04/2022;14:22;;;;
3590;;BLOK III_25_6;1;5,2;1,7;0,33;189;15/04/2022;14:22;;;;
3591;;BLOK III_25_7;3;213,5;59,1;0,28;6567;15/04/2022;14:22;;;;
3592;;BLOK III_25_8;2;179,3;54;0,3;6000;15/04/2022;14:22;;;;
3593;;BLOK III_25_9;4;232,4;73,2;0,31;8133;15/04/2022;14:22;;;;
3594;;BLOK III_25_10;1;5,2;1,6;0,31;178;15/04/2022;14:22;;;;
3595;;BLOK III_25_11;3;274,5;84,2;0,31;9356;15/04/2022;14:22;;;;
3596;;BLOK III_25_12;3;169,4;55,4;0,33;6156;15/04/2022;14:22;;;;
3597;;BLOK III_25_13;3;128,5;39,2;0,31;4356;15/04/2022;14:22;;;;
3598;;BLOK III_25_14;3;210,9;64,4;0,31;7156;15/04/2022;14:22;;;;
3599;;BLOK III_25_15;2;37,2;13;0,35;1444;15/04/2022;14:22;;;;
3600;;BLOK III_25_16;2;57,1;21,7;0,38;2411;15/04/2022;14:22;;;;
3601;;BLOK III_25_17;2;32,5;11,5;0,35;1278;15/04/2022;14:22;;;;
3602;;BLOK III_25_18;3;241,1;68,6;0,28;7622;15/04/2022;14:22;;;;
3603;;BLOK III_25_19;1;-4,9;-4,9;1;-544;15/04/2022;14:22;;;;
3604;;BLOK III_25_20;1;10,6;5,6;0,53;622;15/04/2022;14:22;;;;
3605;;BLOK III_25_21;3;178,8;51,1;0,29;5678;15/04/2022;14:22;;;;
3606;;BLOK III_25_22;2;84,4;26,8;0,32;2978;15/04/2022;14:22;;;;
3607;;BLOK III_25_23;2;71;19,6;0,28;2178;15/04/2022;14:22;;;;
3608;;BLOK III_25_24;3;100,8;26,1;0,26;2900;15/04/2022;14:22;;;;
3609;;BLOK III_25_25;3;177,3;53,8;0,3;5978;15/04/2022;14:22;;;;
3610;;BLOK III_25_26;3;76,6;20,6;0,27;2289;15/04/2022;14:22;;;;
3611;;BLOK III_25_27;2;81,8;27,5;0,34;3056;15/04/2022;14:22;;;;
3612;;BLOK III_25_28;1;43;11,1;0,26;1233;15/04/2022;14:22;;;;
3613;;BLOK III_25_29;1;-4,9;-4,9;1;-544;15/04/2022;14:22;;;;
3614;;BLOK III_25_30;2;86,1;25,9;0,3;2878;15/04/2022;14:22;;;;
3615;;BLOK III_25_31;3;161,6;47;0,29;5222;15/04/2022;14:22;;;;
3616;;BLOK III_25_32;3;151,3;46,3;0,31;5144;15/04/2022;14:22;;;;
3617;;BLOK III_26_1;2;80,3;25,8;0,32;2867;15/04/2022;14:22;;;;
3618;;BLOK III_26_2;3;153,1;48;0,31;5333;15/04/2022;14:22;;;;
3619;;BLOK III_26_3;1;46,9;15,9;0,34;1767;15/04/2022;14:22;;;;
3620;;BLOK III_26_4;3;130,8;43,6;0,33;4844;15/04/2022;14:22;;;;
3621;;BLOK III_26_5;4;211,5;68,4;0,32;7600;15/04/2022;14:22;;;;
3622;;BLOK III_26_6;2;31,4;10,1;0,32;1122;15/04/2022;14:22;;;;
3623;;BLOK III_26_7;2;50,6;16,9;0,33;1878;15/04/2022;14:22;;;;
3624;;BLOK III_26_8;2;79,6;27,2;0,34;3022;15/04/2022;14:22;;;;
3625;;BLOK III_26_9;4;166,7;59,6;0,36;6622;15/04/2022;14:22;;;;
3626;;BLOK III_26_10;1;5,7;2;0,35;222;15/04/2022;14:22;;;;
3627;;BLOK III_26_11;4;176,4;55,6;0,32;6178;15/04/2022;14:22;;;;
3628;;BLOK III_26_12;3;95;28,4;0,3;3156;15/04/2022;14:22;;;;
3629;;BLOK III_26_13;1;23,8;10,7;0,45;1189;15/04/2022;14:22;;;;
3630;;BLOK III_26_14;3;116,2;39,5;0,34;4389;15/04/2022;14:22;;;;
3631;;BLOK III_26_15;3;62,2;21,6;0,35;2400;15/04/2022;14:22;;;;
3632;;BLOK III_26_16;2;106,8;22,4;0,21;2489;15/04/2022;14:22;;;;
3633;;BLOK III_26_17;1;33,9;13,5;0,4;1500;15/04/2022;14:22;;;;
3634;;BLOK III_26_18;3;135,3;50,2;0,37;5578;15/04/2022;14:22;;;;
3635;;BLOK III_26_19;3;241,1;73,9;0,31;8211;15/04/2022;14:22;;;;
3636;;BLOK III_26_20;2;65,6;26,7;0,41;2967;15/04/2022;14:22;;;;
3637;;BLOK III_26_21;2;89,5;29,2;0,33;3244;15/04/2022;14:22;;;;
3638;;BLOK III_26_22;3;169,5;54,8;0,32;6089;15/04/2022;14:22;;;;
3639;;BLOK III_26_23;2;94,6;29,2;0,31;3244;15/04/2022;14:22;;;;
3640;;BLOK III_26_24;3;198,7;50,2;0,25;5578;15/04/2022;14:22;;;;
3641;;BLOK III_26_25;3;85,6;27,8;0,32;3089;15/04/2022;14:22;;;;
3642;;BLOK III_26_26;3;82,6;25;0,3;2778;15/04/2022;14:22;;;;
3643;;BLOK III_26_27;2;65,2;19,5;0,3;2167;15/04/2022;14:22;;;;
3644;;BLOK III_26_28;1;-4,9;-4,9;1;-544;15/04/2022;14:22;;;;
3645;;BLOK III_26_29;2;41,4;16,6;0,4;1844;15/04/2022;14:22;;;;
3646;;BLOK III_26_30;2;74,3;22,4;0,3;2489;15/04/2022;14:22;;;;
3647;;BLOK III_26_31;4;140,3;42,5;0,3;4722;15/04/2022;14:22;;;;
3648;;BLOK III_26_32;2;63,1;20,4;0,32;2267;15/04/2022;14:22;;;;
3649;;BLOK III_27_1;1;5;1,9;0,38;211;15/04/2022;14:35;;;;
3650;;BLOK III_27_2;2;66,6;21,5;0,32;2389;15/04/2022;14:35;;;;
3651;;BLOK III_27_3;3;85,8;29,7;0,35;3300;15/04/2022;14:35;;;;
3652;;BLOK III_27_4;3;181,6;54,8;0,3;6089;15/04/2022;14:35;;;;
3653;;BLOK III_27_5;3;209;66,5;0,32;7389;15/04/2022;14:35;;;;
3654;;BLOK III_27_6;2;64,7;26,5;0,41;2944;15/04/2022;14:35;;;;
3655;;BLOK III_27_7;3;129,4;42,9;0,33;4767;15/04/2022;14:35;;;;
3656;;BLOK III_27_8;1;15,3;5,6;0,37;622;15/04/2022;14:35;;;;
3657;;BLOK III_27_9;3;130,1;51,7;0,4;5744;15/04/2022;14:35;;;;
3658;;BLOK III_27_10;3;150,2;55,1;0,37;6122;15/04/2022;14:35;;;;
3659;;BLOK III_27_11;3;85,1;35,2;0,41;3911;15/04/2022;14:35;;;;
3660;;BLOK III_27_12;2;103,5;35,8;0,35;3978;15/04/2022;14:35;;;;
3661;;BLOK III_27_13;3;152,2;47,8;0,31;5311;15/04/2022;14:35;;;;
3662;;BLOK III_27_14;4;218,4;80,2;0,37;8911;15/04/2022;14:35;;;;
3663;;BLOK III_27_15;1;24,1;8,6;0,36;956;15/04/2022;14:35;;;;
3664;;BLOK III_27_16;2;89,7;32,7;0,36;3633;15/04/2022;14:35;;;;
3665;;BLOK III_27_17;2;39,1;19,5;0,5;2167;15/04/2022;14:35;;;;
3666;;BLOK III_27_18;2;49,8;18,3;0,37;2033;15/04/2022;14:35;;;;
3667;;BLOK III_27_19;3;127,2;42;0,33;4667;15/04/2022;14:35;;;;
3668;;BLOK III_27_20;2;91,8;32,1;0,35;3567;15/04/2022;14:35;;;;
3669;;BLOK III_27_21;2;72,7;25,4;0,35;2822;15/04/2022;14:35;;;;
3670;;BLOK III_27_22;3;146,2;47;0,32;5222;15/04/2022;14:35;;;;
3671;;BLOK III_27_23;2;96,9;27,2;0,28;3022;15/04/2022;14:35;;;;
3672;;BLOK III_27_24;2;90,9;27,8;0,31;3089;15/04/2022;14:35;;;;
3673;;BLOK III_27_25;3;87,8;28,2;0,32;3133;15/04/2022;14:35;;;;
3674;;BLOK III_27_26;2;43,8;16,1;0,37;1789;15/04/2022;14:35;;;;
3675;;BLOK III_27_27;1;71,7;22,4;0,31;2489;15/04/2022;14:35;;;;
3676;;BLOK III_27_28;3;182,7;62,8;0,34;6978;15/04/2022;14:35;;;;
3677;;BLOK III_27_29;2;97,2;31,6;0,33;3511;15/04/2022;14:35;;;;
3678;;BLOK III_27_30;1;48,3;20,4;0,42;2267;15/04/2022;14:35;;;;
3679;;BLOK III_27_31;3;205,1;69,1;0,34;7678;15/04/2022;14:35;;;;
3680;;BLOK III_27_32;1;26,3;9;0,34;1000;15/04/2022;14:35;;;;
3681;;BLOK III_28_1;1;-4,9;-4,9;1;-544;15/04/2022;14:39;;;;
3682;;BLOK III_28_2;3;117,1;38,2;0,33;4244;15/04/2022;14:39;;;;
3683;;BLOK III_28_3;4;191,5;59,7;0,31;6633;15/04/2022;14:39;;;;
3684;;BLOK III_28_4;3;187,3;56,5;0,3;6278;15/04/2022;14:39;;;;
3685;;BLOK III_28_5;1;18,8;7,3;0,39;811;15/04/2022;14:39;;;;
3686;;BLOK III_28_6;2;108,7;35,3;0,32;3922;15/04/2022;14:39;;;;
3687;;BLOK III_28_7;3;130,5;36,9;0,28;4100;15/04/2022;14:39;;;;
3688;;BLOK III_28_8;3;163,9;49,8;0,3;5533;15/04/2022;14:39;;;;
3689;;BLOK III_28_9;2;81,3;26,2;0,32;2911;15/04/2022;14:39;;;;
3690;;BLOK III_28_10;2;93,8;33,9;0,36;3767;15/04/2022;14:39;;;;
3691;;BLOK III_28_11;3;162,8;56,2;0,35;6244;15/04/2022;14:39;;;;
3692;;BLOK III_28_12;3;101,7;35,6;0,35;3956;15/04/2022;14:39;;;;
3693;;BLOK III_28_13;2;70,7;27,3;0,39;3033;15/04/2022;14:39;;;;
3694;;BLOK III_28_14;3;168,5;57,5;0,34;6389;15/04/2022;14:39;;;;
3695;;BLOK III_28_15;2;92,4;36,1;0,39;4011;15/04/2022;14:39;;;;
3696;;BLOK III_28_16;2;92,8;30,3;0,33;3367;15/04/2022;14:39;;;;
3697;;BLOK III_28_17;2;46;15,1;0,33;1678;15/04/2022;14:39;;;;
3698;;BLOK III_28_18;2;98,5;38,6;0,39;4289;15/04/2022;14:39;;;;
3699;;BLOK III_28_19;2;137,3;44,9;0,33;4989;15/04/2022;14:39;;;;
3700;;BLOK III_28_20;1;18,3;9,3;0,51;1033;15/04/2022;14:39;;;;
3701;;BLOK III_28_21;2;119,9;38,4;0,32;4267;15/04/2022;14:39;;;;
3702;;BLOK III_28_22;1;57,3;20,3;0,35;2256;15/04/2022;14:39;;;;
3703;;BLOK III_28_23;1;-4,9;-4,9;1;-544;15/04/2022;14:39;;;;
3704;;BLOK III_28_24;2;59,9;21,3;0,36;2367;15/04/2022;14:39;;;;
3705;;BLOK III_28_25;2;94,5;27,6;0,29;3067;15/04/2022;14:39;;;;
3706;;BLOK III_28_26;1;8,5;2,8;0,33;311;15/04/2022;14:39;;;;
3707;;BLOK III_28_27;2;111,1;38,9;0,35;4322;15/04/2022;14:39;;;;
3708;;BLOK III_28_28;1;57,4;24,9;0,43;2767;15/04/2022;14:39;;;;
3709;;BLOK III_28_29;2;90;33,6;0,37;3733;15/04/2022;14:39;;;;
3710;;BLOK III_28_30;2;118,6;41,8;0,35;4644;15/04/2022;14:39;;;;
3711;;BLOK III_28_31;1;44,2;16,4;0,37;1822;15/04/2022;14:39;;;;
3712;;BLOK III_28_32;4;384,1;112,5;0,29;12500;15/04/2022;14:39;;;;
3713;;BLOK III_29_1;1;-4,9;-4,9;1;-544;15/04/2022;14:39;;;;
3714;;BLOK III_29_2;3;126,7;38,2;0,3;4244;15/04/2022;14:39;;;;
3715;;BLOK III_29_3;2;42,9;14,5;0,34;1611;15/04/2022;14:39;;;;
3716;;BLOK III_29_4;3;159,2;50,5;0,32;5611;15/04/2022;14:39;;;;
3717;;BLOK III_29_5;3;126,9;40,3;0,32;4478;15/04/2022;14:39;;;;
3718;;BLOK III_29_6;2;49,4;15,2;0,31;1689;15/04/2022;14:39;;;;
3719;;BLOK III_29_7;2;83,1;21,5;0,26;2389;15/04/2022;14:39;;;;
3720;;BLOK III_29_8;3;143,2;39,8;0,28;4422;15/04/2022;14:39;;;;
3721;;BLOK III_29_9;3;132,3;43,3;0,33;4811;15/04/2022;14:39;;;;
3722;;BLOK III_29_10;3;155,1;54,7;0,35;6078;15/04/2022;14:39;;;;
3723;;BLOK III_29_11;3;168,8;61,1;0,36;6789;15/04/2022;14:39;;;;
3724;;BLOK III_29_12;3;33,4;10,4;0,31;1156;15/04/2022;14:39;;;;
3725;;BLOK III_29_13;2;25,4;7,9;0,31;878;15/04/2022;14:39;;;;
3726;;BLOK III_29_14;1;111,1;40,4;0,36;4489;15/04/2022;14:39;;;;
3727;;BLOK III_29_15;2;27,1;9,4;0,35;1044;15/04/2022;14:39;;;;
3728;;BLOK III_29_16;2;88,3;27,2;0,31;3022;15/04/2022;14:39;;;;
3729;;BLOK III_29_17;3;29,3;12,9;0,44;1433;15/04/2022;14:39;;;;
3730;;BLOK III_29_18;1;48;16,2;0,34;1800;15/04/2022;14:39;;;;
3731;;BLOK III_29_19;1;105,6;36,9;0,35;4100;15/04/2022;14:39;;;;
3732;;BLOK III_29_20;2;174,7;56,8;0,33;6311;15/04/2022;14:39;;;;
3733;;BLOK III_29_21;3;44,9;16,3;0,36;1811;15/04/2022;14:39;;;;
3734;;BLOK III_29_22;1;109,4;40,8;0,37;4533;15/04/2022;14:39;;;;
3735;;BLOK III_29_23;2;3,3;1;0,3;111;15/04/2022;14:39;;;;
3736;;BLOK III_29_24;1;-4,9;-4,9;1;-544;15/04/2022;14:39;;;;
3737;;BLOK III_29_25;1;86;25,3;0,29;2811;15/04/2022;14:39;;;;
3738;;BLOK III_29_26;3;69,8;20;0,29;2222;15/04/2022;14:39;;;;
3739;;BLOK III_29_27;2;99,8;36,9;0,37;4100;15/04/2022;14:39;;;;
3740;;BLOK III_29_28;2;68,2;25,5;0,37;2833;15/04/2022;14:39;;;;
3741;;BLOK III_29_29;3;110,6;34,9;0,32;3878;15/04/2022;14:39;;;;
3742;;BLOK III_29_30;1;15,1;6,6;0,44;733;15/04/2022;14:39;;;;
3743;;BLOK III_29_31;3;90,7;27,2;0,3;3022;15/04/2022;14:39;;;;
3744;;BLOK III_29_32;3;143;39,2;0,27;4356;15/04/2022;14:39;;;;
3745;;BLOK III_30_1;2;82,5;33,1;0,4;3678;15/04/2022;14:57;;;;
3746;;BLOK III_30_2;1;14,4;3,9;0,27;433;15/04/2022;14:57;;;;
3747;;BLOK III_30_3;3;169,4;55;0,32;6111;15/04/2022;14:57;;;;
3748;;BLOK III_30_4;4;184,5;54,5;0,3;6056;15/04/2022;14:57;;;;
3749;;BLOK III_30_5;3;127,1;41,4;0,33;4600;15/04/2022;14:57;;;;
